year,name,rank,countrycode,networthusbillion,typeofwealth,gender,age,industry,companytype,relationshiptocompany
2014,Isaac Larian,1465,USA,1.1,founder non-finance,male,59,Consumer,new,founder
2014,Isaac Perlmutter,520,USA,3.1,executive,male,71,Media,aquired,CEO
1996,Isaac Saba Raffoul,363,MEX,1.1,self-made finance,male,72,Diversified financial,aquired,founder
2001,Isaac Saba Raffoul,387,MEX,1.3,self-made finance,male,77,Diversified financial,aquired,founder
2014,Isabel dos Santos,408,AGO,3.7,privatized and resources,female,40,Diversified financial,new,founder
2014,Isak Andic,244,ESP,5.7,founder non-finance,male,60,Consumer,new,founder
2014,Isidoro Alvarez,1203,ESP,1.5,inherited,male,79,"Retail, Restaurant",new,relation
2014,Iskander Makhmudov,227,RUS,6.1,privatized and resources,male,50,Mining and metals,new,founder
1996,Isono family,356,JPN,1.1,,,0,Consumer,,,,,,,,,,,,,,
2014,Israel Englander,483,USA,3.3,self-made finance,male,65,Hedge funds,new,founder
2014,Issad Rebrab,506,DZA,3.2,founder non-finance,male,70,Consumer,new,founder
2014,Ivan Glasenberg,215,AUS,6.3,privatized and resources,male,57,Mining and metals,new,CEO
2001,J Joseph Ricketts,452,USA,1.1,self-made finance,male,59,Money Management,new,founder
2014,J. Christopher Reyes,430,USA,3.6,executive,male,60,"Retail, Restaurant",aquired,ceo
2014,J. Joe Ricketts,1210,USA,1.4,self-made finance,male,72,Money Management,new,founder
2014,Jack Dangermond,687,USA,2.5,founder non-finance,male,68,Technology-Computer,new,founder
2014,Jack Dorsey,796,USA,2.2,founder non-finance,male,37,Technology-Computer,new,founder
2014,Jack Ma,122,CHN,10,founder non-finance,male,49,Technology-Computer,new,founder
1996,Jack Taylor,421,USA,1,founder non-finance,male,0,"Retail, Restaurant",new,founder
2001,Jack Taylor,167,USA,2.8,founder non-finance,male,,"Retail, Restaurant",new,founder
2014,Jack Taylor,82,USA,12.8,founder non-finance,male,91,"Retail, Restaurant",new,founder
2001,Jackson Stephens,312,USA,1.6,self-made finance,male,77,Diversified financial,new,founder
2014,Jacky Xu,1372,KNA,1.2,founder non-finance,male,,Consumer,new,founder
2001,Jacob and Yehudith Richter,490,ISR,1,founder non-finance,married couple,,Technology-Medical,new,founder
2014,Jacob Stolt-Nielsen,1442,NOR,1.2,founder non-finance,male,82,Other,new,founder
2014,Jacqueline Desmarais,278,CAN,5.1,inherited,female,85,Money Management,aquired,relation
1996,Jacqueline Mars,99,USA,3,inherited,female,0,Consumer,new,relation
2001,Jacqueline Mars,31,USA,9,inherited,female,,Consumer,new,relation
2014,Jacqueline Mars,31,USA,20,inherited,female,74,Consumer,new,relation
2014,Jacques Merceron-Vicat,1372,FRA,1.2,inherited,male,75,Constrution,new,relation
2014,Jacques Saade,1284,FRA,1.3,founder non-finance,male,77,Other,new,founder
1996,Jacques Servier,188,FRA,2,self-made finance,male,0,Diversified financial,new,founder
2001,Jacques Servier,490,FRA,1,self-made finance,male,,Diversified financial,new,founder
2014,Jacques Servier,173,FRA,7.6,founder non-finance,male,92,Technology-Medical,new,founder
1996,Jaime Augusto Zobel de Ayala,123,PHL,2.6,inherited,male,0,Money Management,new,relation
2001,Jaime Augusto Zobel de Ayala,421,PHL,1.2,inherited,male,,Money Management,new,relation
2014,Jaime Botin,988,ESP,1.8,inherited,male,77,Money Management,new,relation
2014,Jaime Gilinski Bacal,580,COL,2.9,self-made finance,male,56,Money Management,aquired,relation
1996,Jaime Said Demarfa,297,CHL,1.3,executive,male,0,Consumer,,,,,,,,,,,,,,
1996,James Arthur and John Irving,70,CAN,3.5,inherited,male,0,Energy,new,relation
2001,James Arthur and John Irving,90,CAN,4.4,inherited,male,,Energy,new,relation
1996,James Cargill,274,USA,1.5,inherited,male,71,Money Management,new,relation
2014,"James Cargill, II.",506,USA,3.2,inherited,male,64,Money Management,new,relation
2014,James Clark,1210,USA,1.4,founder non-finance,male,69,Technology-Computer,new,founder
2014,James Coulter,828,USA,2.1,self-made finance,male,54,Private equity/leveraged buyout,new,founder
2014,James Dinan,869,USA,2,self-made finance,male,54,Hedge funds,new,founder
2014,James Dyson,328,GBR,4.5,founder non-finance,male,66,Consumer,new,founder
2001,James France,490,USA,1,inherited,male,56,Other,new,relation
2014,James France,764,USA,2.3,inherited,male,69,Other,new,relation
1996,James Goodnight,207,USA,2,founder non-finance,male,53,Technology-Computer,new,founder
2001,James Goodnight,54,USA,5.7,founder non-finance,male,58,Technology-Computer,new,founder
2014,James Goodnight,177,USA,7.5,founder non-finance,male,71,Technology-Computer,new,founder
2014,James Irsay,1092,USA,1.6,inherited,male,54,Other,aquired,relation
2014,James Irving,234,CAN,6,inherited,male,85,Diversified financial,new,relation
1996,James Jannard,410,USA,1,founder non-finance,male,46,Consumer,new,founder
2001,James Jannard,292,USA,1.7,founder non-finance,male,51,Consumer,new,founder
2014,James Jannard,520,USA,3.1,founder non-finance,male,64,Consumer,new,founder
2001,James Kim,209,USA,2.2,founder non-finance,male,65,Technology-Computer,new,founder
2014,James Leininger,1284,USA,1.3,founder non-finance,male,68,Technology-Medical,new,founder
2014,James Leprino,551,USA,3,inherited,male,76,Consumer,new,relation and chairman
1996,James Moran,420,USA,1,founder non-finance,male,77,"Retail, Restaurant",new,founder
2001,James Moran,387,USA,1.3,founder non-finance,male,82,"Retail, Restaurant",new,founder
2014,James Packer,208,AUS,6.5,inherited,male,46,Real Estate,aquired,relation
2014,James Ratcliffe,1372,GBR,1.2,founder non-finance,male,61,Non-consumer industrial,new,founder
2014,James Simons,88,USA,12.5,self-made finance,male,75,Hedge funds,new,founder
1996,James Sorenson,290,USA,1.4,self-made finance,male,74,Real Estate,new,founder
2001,James Sorenson,124,USA,3.4,self-made finance,male,79,Real Estate,new,founder
2014,Jamshyd Godrej,446,IND,3.5,inherited,male,65,Consumer,new,relation
2014,Jan Koum,202,USA,6.8,founder non-finance,male,38,Technology-Computer,new,founder
2014,Jan Kulczyk,430,POL,3.6,privatized and resources,male,64,Media,privatization,founder
2014,Jane Lauder,1442,USA,1.2,inherited,female,41,Consumer,new,relation
2014,Jason Chang,663,SGP,2.6,founder non-finance,male,69,Technology-Computer,new,founder
1996,Jassim Al-Kharafi,95,KWT,3,inherited,male,0,Money Management,new,relation
2014,Jassim Al-Kharafi,1284,KWT,1.3,inherited,male,,Diversified financial,new,relation
1996,Jay and Arthur Pritzker,100,USA,3,inherited,male,0,Real Estate,aquired,relation
2014,Jay Robert (J.B.) Pritzker,520,USA,3.1,inherited,male,49,Real Estate,aquired,relation
1996,Jay Van Andel,87,USA,3.2,founder non-finance,male,71,Consumer,new,founder
2001,Jay Van Andel,363,USA,1.4,founder non-finance,male,76,Consumer,new,founder
2014,Jay Y. Lee,328,KOR,4.5,inherited,male,45,Technology-Computer,new,relation
2014,Jayme Garfinkel,1036,BRA,1.8,inherited,male,67,Money Management,new,Chairman and Chief Executive Officer
2014,Jean (Gigi) Pritzker,764,USA,2.3,inherited,female,52,Real Estate,aquired,relation
2014,Jean Burelle,1465,FRA,1.1,inherited,male,75,Consumer,new,relation
2014,Jean Claude Gandur,764,CHE,2.3,privatized and resources,male,65,Energy,new,founder
2001,Jean Coutu,452,CAN,1.1,founder non-finance,male,73,"Retail, Restaurant",new,founder
2014,Jean Coutu,796,CAN,2.2,founder non-finance,male,86,"Retail, Restaurant",new,founder
2014,Jean Pierre Cayard,483,FRA,3.3,inherited,male,71,Consumer,new,relation
2001,Jean-Claude Decaux,209,FRA,2.2,founder non-finance,male,63,Media,new,founder
2014,Jean-Claude Decaux,168,FRA,7.7,founder non-finance,male,76,Media,new,founder
2014,Jeanine Dick,1565,FRA,1,inherited,female,77,Technology-Medical,new,relation
1996,Jean-Louis Dumas,111,FRA,2.7,inherited,male,57,Consumer,new,relation
2001,Jean-Louis Dumas,312,FRA,1.6,inherited,male,62,Consumer,new,relation
2014,Jean-Michel Besnier,642,FRA,2.7,inherited,male,46,Consumer,new,relation
2014,Jeff Bezos,18,USA,32,founder non-finance,male,50,"Retail, Restaurant", new,founder
2014,Jeff Greene,687,USA,2.5,self-made finance,male,59,Real Estate,,founder
2014,Jeff Rothschild,1372,USA,1.2,executive,male,59,Technology-Computer,new,Vice President of Infrastructure Software
2014,Jeff Sutton,642,USA,2.7,self-made finance,male,54,Real Estate,new,founder
2014,Jeffery Hildebrand,256,USA,5.5,privatized and resources,male,54,Energy,new,founder
2001,Jeffrey Bezos,234,USA,2,founder non-finance,male,37,"Retail, Restaurant", new,founder
1996,Jeffrey Koo Sr,179,Taiwan,2.1,inherited,male,0,Money Management,new,relation
2014,Jeffrey Lorberbaum,1046,USA,1.7,executive,male,59,Consumer,aquired,Chairman and Chief Executive Officer
2001,Jeffrey Skoll,174,CAN,2.7,executive,male,36,Technology-Computer,new,president
2014,Jeffrey Skoll,396,USA,3.8,executive,male,49,Technology-Computer,new,president
2014,Jennifer Pritzker,988,USA,1.8,inherited,female,62,Real Estate,aquired,relation
2014,"Jeremy Jacobs, Sr.",520,USA,3.1,inherited,male,74,Consumer,new,relation
2001,Jerome Kohlberg,490,USA,1,self-made finance,male,75,Private equity/leveraged buyout,new,founder
1996,Jeronimo Arango,398,MEX,1,founder non-finance,male,70,"Retail, Restaurant",new,founder
2001,Jeronimo Arango,272,MEX,1.8,founder non-finance,male,75,"Retail, Restaurant",new,founder
2014,Jeronimo Arango,354,MEX,4.2,founder non-finance,male,88,"Retail, Restaurant",new,founder
2014,Jerry Jones,551,USA,3,founder non-finance,male,71,Other,new,founder
2014,Jerry Speyer,430,USA,3.6,self-made finance,male,73,Real Estate,new,founder
2001,Jerry Yang,490,USA,1,founder non-finance,male,32,Technology-Computer,new,founder
2014,Jerry Yang,828,USA,2.1,founder non-finance,male,45,Technology-Computer,new,founder
2001,Jess Jackson,292,USA,1.7,founder non-finance,male,71,Consumer,new,founder
2014,Jia Yueting,764,CHN,2.3,founder non-finance,male,41,Media,new,founder
2014,Jiang Bin,408,CHN,3.7,founder non-finance,male,47,Technology-Computer,new,founder
2014,Jiang Rensheng,796,CHN,2.2,founder non-finance,male,60,Technology-Medical,new,"founder, chairman",,,,,,,,,,,,
2014,Jiang Wei,1465,CHN,1.1,executive,male,52,Technology-Medical,new,chairman
2014,Jiang Zhaobai,1284,CHN,1.3,self-made finance,male,50,Real Estate,new,chairman
2014,Jim Breyer,869,USA,2,founder non-finance,male,52,Technology-Computer,new,founder
2014,Jim Davis,466,USA,3.4,executive,male,70,Consumer,aquired,Chairman
2014,"Jim Justice, II.",1092,USA,1.6,inherited,male,62,Mining and metals,new,relation
2014,Jim Kennedy,168,USA,7.7,inherited,male,66,Media,aquired,relation
2001,Jim Pattison,251,CAN,1.9,self-made finance,male,72,Money Management,new,founder CEO owner
2014,Jim Pattison,184,CAN,7.3,self-made finance,male,85,Diversified financial,new,founder CEO owner
2014,Jim Thompson,1565,USA,1,founder non-finance,male,74,Other,new,founder
1996,Jim Walton,39,USA,4.8,inherited,male,48,"Retail, Restaurant", new,relation
2001,Jim Walton,7,USA,18.8,inherited,male,53,"Retail, Restaurant", new,relation
2014,Jim Walton,10,USA,34.7,inherited,male,66,"Retail, Restaurant", new,relation
2014,Jimmy Haslam,1154,USA,1.5,founder non-finance,male,60,"Retail, Restaurant",new,founder
2014,Jin Sook Chang,580,USA,2.9,founder non-finance,female,,Consumer,new,founder
2014,Jitendra Virwani,1565,IND,1,self-made finance,male,48,Real Estate,new,founder
1996,Joan Kroc,240,USA,1.7,inherited,female,0,"Retail, Restaurant",new,relation
2001,Joan Kroc,182,USA,2.5,inherited,female,,"Retail, Restaurant",new,relation
2014,Joan Tisch,609,USA,2.8,inherited,female,88,Diversified financial,new,relation
2014,Joao Alves de Queiroz Filho,1210,BRA,1.4,founder non-finance,male,61,Consumer,new,founder
2014,Joao Moreira Salles,580,BRA,2.9,inherited,male,52,Money Management,new,relation
2014,Joao Roberto Marinho,137,BRA,9.1,inherited,male,60,Media,new,relation
2014,"Joe Jamail, Jr.",1092,USA,1.6,executive,male,88,Other,,lawyer
2014,Joe Lewis,281,GBR,5,self-made finance,male,77,Diversified financial,new,founder
2014,Joe Mansueto,796,USA,2.2,self-made finance,male,57,Money Management,new,founder
2014,Johan Johannson,642,NOR,2.7,inherited,male,47,"Retail, Restaurant",new,relation
2014,Johann Graf,186,AUT,7.2,founder non-finance,male,67,"Retail, Restaurant",new,founder
2001,Johann Rupert,387,ZAF,1.3,inherited,male,50,Consumer,new,relation
2014,Johann Rupert,173,ZAF,7.6,inherited,male,63,Consumer,new,relation
1996,Johanna Quandt,11,DEU,8.1,inherited,female,68,Consumer,new,relation
2001,Johanna Quandt,12,DEU,17.8,inherited,female,73,Consumer,new,relation
2014,Johanna Quandt,82,DEU,12.8,inherited,female,87,Consumer,new,relation
2014,John A. Sobrato,328,USA,4.5,self-made finance,male,74,Real Estate,new,founder
1996,John Abele,273,USA,1.5,founder non-finance,male,79,Technology-Medical,new,founder
2001,John Abele,452,USA,1.1,founder non-finance,male,69,Technology-Medical,new,founder
2014,John Arnold,580,USA,2.9,self-made finance,male,39,Hedge funds,new,founder
2001,John Arrillaga,292,USA,1.7,self-made finance,male,63,Real Estate,new,founder
2014,John Arrillaga,931,USA,1.9,self-made finance,male,76,Real Estate,new,founder
2014,John Brown,1036,USA,1.8,executive,male,79,Technology-Medical,new,Chairman
2014,John Catsimatidis,551,USA,3,privatized and resources,male,65,Energy,new,founder
2014,John Caudwell,609,GBR,2.8,founder non-finance,male,61,Consumer,new,founder
2014,John de Mol,796,NLD,2.2,founder non-finance,male,58,Media,new,founder
2001,John Doerr,490,USA,1,self-made finance,male,50,Venture Capital,new,employee
2014,John Doerr,466,USA,3.4,self-made finance,male,62,Venture Capital,new,employee
1996,John Dorrance,232,IRL,1.7,inherited,male,52,Consumer,aquired,relation
2001,John Dorrance,222,IRL,2.1,inherited,male,57,Consumer,aquired,relation
2014,"John Dorrance, III.",687,IRL,2.5,inherited,male,70,Consumer,aquired,relation
2014,John Edson,1442,USA,1.2,founder non-finance,male,81,Consumer,new,founder
2014,John Farber,869,USA,2,founder non-finance,male,88,Non-consumer industrial,new,founder
2001,John Fisher,272,USA,1.8,inherited,male,39,Consumer,new,relation
2014,John Fisher,580,USA,2.9,inherited,male,52,Consumer,new,relation
2001,John Fredriksen,421,NOR,1.2,founder non-finance,male,56,Media,aquired,founder
2014,John Fredriksen,76,CYP,13.6,founder non-finance,male,69,Other,aquired,founder
2014,John Gandel,466,AUS,3.4,inherited,male,79,Real Estate,aquired,relation
1996,John Gokongwei,196,PHL,2,self-made finance,male,0,Diversified financial,new,founder
2014,"John Gokongwei, Jr.",388,PHL,3.9,self-made finance,male,86,Diversified financial,new,founder
2001,John Hargreaves,251,GBR,1.9,founder non-finance,male,57,"Retail, Restaurant",new,founder
2014,John Henry,1154,USA,1.5,founder non-finance,male,64,Consumer,new,founder
1996,John Jahr,259,DEU,1.5,inherited,male,0,Media,,,,,,,,,,,,,,
2001,John Jahr,251,DEU,1.9,inherited,male,,Media,,,,,,,,,,,,,,
2014,John Kapoor,931,USA,1.9,founder non-finance,male,70,Technology-Medical,new,founder
1996,John Kluge,15,USA,7.2,executive,male,81,Media,new,chairman
2001,John Kluge,24,USA,10.9,executive,male,86,Media,new,chairman
2001,John Krehbiel Jr,421,USA,1.2,executive,male,,Technology-Computer,new,co-chairman
1996,John Latsis,120,GRC,2.6,inherited,male,0,Money Management,new,relation
2001,John Malone,182,USA,2.5,executive,male,60,Media,merger,CEO
2014,John Malone,177,USA,7.5,executive,male,72,Media,merger,CEO
2001,John Marriott Jr,421,USA,1.2,inherited,male,65,Real Estate,new,relation
1996,John Mars,98,USA,3,inherited,male,59,Consumer,new,relation
2001,John Mars,31,USA,9,inherited,male,64,Consumer,new,relation
2014,John Mars,31,USA,20,inherited,male,77,Consumer,new,relation
2001,John McCaw,452,USA,1.1,executive,male,50,Media,new,relation
2001,John Menard,234,USA,2,founder non-finance,male,61,"Retail, Restaurant",new,founder
2014,"John Menard, Jr.",177,USA,7.5,founder non-finance,male,74,"Retail, Restaurant",new,founder
2001,John Morgridge,234,USA,2,executive,male,67,Technology-Computer,new,ceo
2014,John Morgridge,1565,USA,1,executive,male,80,Technology-Computer,new,ceo
2014,John Morris,375,USA,4,founder non-finance,male,65,"Retail, Restaurant",new,founder
2014,John Paul DeJoria,551,USA,3,founder non-finance,male,70,Consumer,new,founder
2014,John Paulson,78,USA,13.5,self-made finance,male,58,Hedge funds,new,founder
2014,John Pritzker,869,USA,2,inherited,male,61,Real Estate,aquired,relation
1996,John Sall,409,USA,1,founder non-finance,male,54,Technology-Computer,new,founder
2001,John Sall,167,USA,2.8,founder non-finance,male,54,Technology-Computer,new,founder
2014,John Sall,408,USA,3.7,founder non-finance,male,65,Technology-Computer,new,founder
1996,John Simplot,217,USA,1.9,founder non-finance,male,87,Consumer,new,founder
2001,John Simplot,115,USA,3.6,founder non-finance,male,92,Consumer,new,founder
2001,John Sobrato,336,USA,1.5,self-made finance,male,61,Real Estate,new,founder
2001,John Todd,490,NZL,1,inherited,male,,Energy,new,relation
2014,John Tu,328,USA,4.5,founder non-finance,male,73,Technology-Computer,new,founder
2014,John Van Lieshout,1565,AUS,1,self-made finance,male,68,Real Estate,new,founder
1996,John van Vlissingen,137,NLD,2.5,privatized and resources,male,57,Energy,new,founder
2001,John van Vlissingen,363,NLD,1.4,privatized and resources,male,62,Energy,new,founder
1996,John Walton,38,USA,4.8,inherited,male,50,Consumer, new,relation
2001,John Walton,8,USA,18.7,inherited,male,55,Consumer, new,relation
2014,John Whittaker,764,GBR,2.3,self-made finance,male,71,Real Estate,aquired,founder
2014,Johnelle Hunt,828,USA,2.1,founder non-finance,female,82,Other,new,founder
1996,Jon Huntsman,146,USA,2.5,founder non-finance,male,58,Non-consumer industrial,new,founder
2001,Jon Huntsman,104,USA,3.8,founder non-finance,male,63,Non-consumer industrial,new,founder
2014,Jon Huntsman,1465,USA,1.1,founder non-finance,male,76,Non-consumer industrial,new,founder
2001,Jon Stryker,421,USA,1.2,inherited,male,42,Technology-Medical,new,relation
2014,Jon Stryker,1092,USA,1.6,inherited,male,55,Technology-Medical,new,relation
2014,Jonathan Gray,1210,USA,1.4,self-made finance,male,44,Other,new,Global Head of Real Estate
2014,Jonathan Harmsworth,931,GBR,1.9,inherited,male,46,Media,new,relation
2014,Jonathan Nelson,988,USA,1.8,self-made finance,male,57,Private equity/leveraged buyout,new,founder
2014,Jonathan Oringer,1270,USA,1.4,founder non-finance,male,39,Media,new,founder
2014,Joop van den Ende,1046,NLD,1.7,founder non-finance,male,72,Media,new,founder
1996,Jorge Larrea,283,MEX,1.4,privatized and resources,male,0,Mining and metals,privatized,owner
